timestamp,HR,MAP,SpO2,Temp,RR
1432,76.72,91.38,98.17,37.1,16.54
1433,73.83,87.23,98.2,36.97,15.57
1434,74.67,88.65,97.37,36.99,15.83
1435,75.57,90.88,98.58,36.95,16.24
1436,74.5,87.68,96.59,37.25,16.87
1437,78.21,89.83,98.42,37.03,15.21
1438,75.98,85.46,98.47,36.95,12.98
1439,76.47,91.89,97.78,36.83,16.68
1440,76.33,95.29,98.64,37.2,16.93
1441,77.35,98.38,97.97,36.98,16.2
1442,75.36,90.27,98.03,37.07,16.27
1443,72.41,92.36,98.17,37.09,15.44
1444,75.8,84.66,99.59,36.95,16.5
1445,73.7,94.51,98.67,37.07,16.85
1446,73.94,92.33,98.35,36.94,16.06
1447,76.17,88.55,97.54,36.9,18.49
1448,77.48,93.71,98.07,37.12,14.44
1449,75.04,89.24,97.59,36.98,16.16
1450,75.62,88.63,98.41,37.05,14.83
1451,78.4,91.43,98.07,37.04,16.88
1452,75.48,86.81,97.44,37.06,14.42
1453,80.2,93.06,98.04,36.84,14.67
1454,76.13,86.83,97.58,36.94,15.37
1455,71.48,86.85,98.08,36.97,16.27
1456,76.51,87.27,97.57,36.92,15.4
1457,75.76,92.28,98.01,37.04,15.41
1458,77.58,88.15,98.38,37.12,15.82
1459,76.35,85.96,97.97,37.13,15.76
1460,74.72,88.18,97.8,36.97,17.49
1461,72.55,89.9,98.1,37.03,16.69
1462,74.58,86.46,98.35,37.04,15.68
1463,73.3,86.54,97.45,37.06,18.1
1464,73.84,96.33,98.13,36.91,16.49
1465,76.18,87.42,98.66,37.18,15.03
1466,78.34,89.03,98.29,37.09,16.26
1467,75.79,88.9,98.03,37.1,16.54
1468,72.61,88.74,98.32,37.12,15.31
1469,75.89,91.86,98.23,37.05,14.95
1470,77.39,92.84,98.38,36.9,16.09
1471,73.78,89.08,96.99,36.99,15.64
1472,74.73,86.29,97.22,36.83,17.48
1473,75.03,93.82,98.5,37.04,16.74
1474,73.43,89.71,97.25,36.98,15.36
1475,76.3,95.19,98.2,37.0,16.43
1476,74.76,83.26,97.82,37.12,17.27
1477,75.84,90.59,97.5,36.95,14.61
1478,73.23,95.76,98.17,36.97,14.98
1479,74.13,88.94,98.1,37.0,15.99
1480,76.44,89.32,99.06,36.82,16.04
1481,74.25,90.89,97.69,36.97,15.95
1482,78.45,88.32,98.72,36.75,15.69
1483,74.2,89.06,98.18,36.94,15.67
1484,75.45,88.99,97.67,37.09,16.38
1485,76.87,88.12,98.4,37.04,17.13
1486,72.16,93.69,98.28,36.94,15.52
1487,71.48,91.38,98.02,37.0,18.44
1488,71.95,90.75,98.13,36.89,17.96
1489,77.53,92.43,97.7,37.0,17.33
1490,73.9,89.21,97.59,37.29,16.62
1491,80.12,87.68,98.38,37.18,18.01
1492,73.87,88.19,97.89,37.01,15.71
1493,75.37,90.01,97.96,37.02,15.17
1494,78.08,86.82,98.14,36.9,15.47
1495,79.01,88.5,98.13,36.92,15.0
1496,79.12,88.45,97.29,37.04,16.12
1497,77.42,96.37,98.64,36.95,16.3
1498,77.05,81.68,98.06,37.09,16.2
1499,76.19,89.46,97.9,37.16,15.99
1500,76.56,95.18,98.22,37.03,16.13
1501,73.9,90.37,98.12,37.01,17.74
1502,73.36,92.26,98.38,36.83,16.62
1503,74.99,90.3,98.27,37.07,16.92
1504,74.66,88.0,98.36,36.89,16.19
1505,74.09,83.27,98.68,36.96,14.38
1506,76.39,90.62,98.44,37.1,14.19
1507,76.91,87.67,97.92,37.1,18.08
1508,75.18,87.6,97.44,36.95,15.47
1509,77.96,88.5,98.83,36.96,15.38
1510,72.72,95.23,97.88,36.93,16.25
1511,74.61,97.21,97.76,36.88,16.55
1512,73.57,90.65,97.13,36.94,16.68
1513,71.27,88.61,98.17,36.84,17.77
1514,74.83,86.47,98.07,37.07,17.5
1515,74.76,91.41,97.24,37.04,15.19
1516,78.03,95.35,98.23,37.06,16.97
1517,76.26,89.26,97.75,36.9,15.62
1518,72.95,82.86,99.35,36.88,15.86
1519,78.71,92.01,97.72,37.01,14.91
1520,77.44,92.96,97.78,37.01,14.31
1521,76.16,85.24,97.56,36.99,15.97
1522,74.55,90.53,98.64,36.97,15.04
1523,73.08,91.35,97.81,37.17,16.93
1524,74.26,89.78,97.64,37.04,15.72
1525,77.18,87.63,98.35,37.2,16.31
1526,78.77,93.05,97.31,37.13,17.37
1527,78.09,88.79,98.31,37.17,14.51
1528,74.02,85.54,98.89,36.89,15.28
1529,72.76,83.85,98.28,37.06,16.18
1530,75.28,93.78,98.32,36.96,16.31
1531,71.46,91.85,98.44,36.83,17.1
1532,75.65,90.26,98.85,37.15,16.87
1533,74.7,88.68,98.6,36.97,16.1
1534,74.07,88.41,98.22,36.89,16.3
1535,71.81,86.77,98.45,36.96,16.33
1536,76.03,88.71,97.56,36.92,14.53
1537,73.93,83.64,98.39,36.93,15.84
1538,72.66,87.79,97.5,36.98,16.25
1539,69.26,89.07,97.82,37.17,16.46
1540,74.94,91.83,96.46,36.93,15.08
1541,78.54,89.88,98.2,37.17,14.73
1542,78.32,92.38,97.68,37.08,15.77
1543,74.09,94.05,98.56,37.04,17.97
1544,73.8,93.17,98.2,37.07,15.18
1545,75.94,91.41,98.56,37.0,17.17
1546,73.0,90.04,97.46,37.13,17.58
1547,75.6,87.06,98.52,37.06,16.05
1548,76.53,92.22,99.05,36.83,15.32
1549,77.45,95.04,98.38,37.03,16.51
1550,74.8,91.03,98.4,37.08,16.19
1551,74.59,95.75,98.08,36.97,15.14
1552,73.24,85.42,97.74,37.01,15.34
1553,73.35,86.54,98.38,36.94,16.45
1554,74.55,92.57,97.25,36.86,16.93
1555,75.73,90.79,97.79,36.84,15.68
1556,76.83,93.94,97.11,36.85,15.93
1557,73.39,89.95,97.65,37.07,16.67
1558,77.99,87.4,98.32,36.75,15.83
1559,74.46,89.36,98.25,36.93,15.7
1560,74.96,85.4,98.03,36.92,15.24
1561,73.51,86.61,98.09,36.97,15.23
1562,70.15,92.92,97.06,36.81,18.67
1563,76.77,92.62,97.81,37.04,15.8
1564,76.47,91.09,97.66,36.87,17.37
1565,74.44,84.84,97.67,37.11,17.68
1566,75.13,88.92,98.3,36.94,15.82
1567,76.03,86.33,97.57,36.99,16.37
1568,71.87,93.53,97.7,37.0,16.1
1569,73.94,88.25,96.96,37.02,14.39
1570,76.59,86.74,97.85,37.0,14.45
1571,72.49,90.09,97.46,36.96,16.05
1572,75.59,88.08,98.04,37.03,15.58
1573,72.29,94.45,97.52,37.05,17.89
1574,75.93,87.8,98.05,36.92,15.76
1575,74.93,85.8,97.93,37.04,17.95
1576,71.77,83.54,98.84,37.12,15.52
1577,77.33,89.91,98.25,37.07,17.91
1578,73.53,88.31,97.08,37.09,16.51
1579,73.38,85.71,97.37,37.02,16.56
1580,75.4,93.57,98.03,36.91,15.49
1581,77.3,92.0,97.54,36.92,16.58
1582,72.97,89.92,96.52,37.03,17.69
1583,75.12,94.09,98.67,37.09,15.86
1584,75.86,91.99,98.36,37.28,15.66
1585,76.39,87.53,98.26,37.1,15.75
1586,75.35,86.88,97.7,36.88,17.62
1587,74.27,92.45,98.21,36.92,16.86
1588,73.34,91.19,97.65,37.23,17.45
1589,75.17,90.51,98.1,36.98,16.31
1590,72.86,87.46,97.54,37.0,16.04
1591,69.16,91.82,98.76,36.9,16.42
1592,75.87,87.73,97.21,37.16,17.07
1593,76.81,89.69,98.62,37.05,15.75
1594,70.27,94.34,98.02,36.92,17.37
1595,72.98,88.02,97.76,36.9,16.37
1596,76.24,85.28,98.08,37.03,13.59
1597,79.11,86.84,98.37,37.0,16.88
1598,75.04,92.98,98.68,37.08,14.73
1599,73.54,90.76,98.16,37.05,16.86
1600,74.63,89.61,97.55,36.97,16.9
1601,77.75,88.47,98.03,36.95,16.33
1602,73.71,91.46,98.91,36.98,16.54
1603,73.4,87.45,98.67,36.94,17.1
1604,74.03,90.92,98.45,36.99,15.5
1605,73.09,87.81,98.4,37.0,16.79
1606,75.25,87.31,98.35,36.91,17.16
1607,78.25,88.09,98.58,37.06,17.76
1608,75.65,88.87,97.77,36.96,14.89
1609,74.5,89.85,97.32,36.92,16.41
1610,74.42,90.71,98.03,36.96,15.04
1611,71.87,78.93,97.59,37.02,15.0
1612,76.77,87.58,97.47,37.01,16.36
1613,74.84,88.83,97.64,37.04,16.08
1614,74.64,94.52,99.24,37.09,17.15
1615,81.39,86.76,98.07,37.13,15.65
1616,75.6,90.49,98.18,37.03,15.87
1617,73.5,94.49,97.39,36.89,16.21
1618,74.15,86.06,97.08,36.97,15.14
1619,77.3,91.18,97.59,36.9,15.28
1620,75.23,87.59,98.72,37.17,17.12
1621,72.12,88.49,98.17,37.2,15.45
1622,76.84,87.59,98.3,37.07,17.18
1623,73.66,87.8,98.37,37.09,16.61
1624,78.75,98.17,97.7,37.03,14.45
1625,77.16,92.53,98.69,37.04,16.53
1626,74.11,93.31,97.68,36.84,16.52
1627,77.56,91.48,98.7,36.99,16.42
1628,75.14,85.18,98.22,36.91,15.86
1629,76.71,91.18,97.11,37.03,15.06
1630,75.97,93.22,97.63,36.99,17.35
1631,73.31,87.44,97.11,37.19,15.9
1632,73.71,92.9,98.58,37.09,15.12
1633,77.06,92.11,97.99,37.03,16.46
1634,74.33,95.56,96.89,36.97,15.26
1635,74.19,88.75,98.19,37.17,15.05
1636,73.09,86.71,97.73,37.0,15.62
1637,75.85,88.92,97.26,37.03,15.33
1638,79.13,94.31,98.84,37.0,15.09
1639,72.86,84.51,98.05,36.96,16.81
1640,75.05,83.79,97.85,37.0,15.89
1641,77.82,90.27,97.8,36.8,17.25
1642,74.84,88.67,97.24,36.85,15.15
1643,75.9,90.02,97.35,37.03,14.27
1644,72.88,92.84,98.64,37.16,16.15
1645,75.86,88.34,97.76,37.03,17.86
1646,74.63,84.38,98.01,36.93,16.53
1647,76.97,96.13,96.98,36.86,19.22
1648,77.37,87.01,97.34,37.08,16.33
1649,80.18,86.82,98.3,36.94,16.24
1650,76.16,93.31,98.19,37.06,13.84
1651,75.65,88.85,98.88,37.04,16.43
1652,75.39,89.81,98.67,37.05,16.17
1653,74.29,91.45,97.88,37.0,15.59
1654,75.68,93.25,98.24,37.04,15.86
1655,74.41,89.0,97.84,36.99,15.93
1656,75.34,94.56,99.03,36.94,15.82
1657,77.64,83.59,98.57,36.9,18.09
1658,72.99,92.28,98.08,36.76,15.63
1659,77.28,87.48,98.1,36.98,16.17
1660,77.63,94.12,98.72,37.15,15.6
1661,74.76,90.43,98.29,37.07,16.78
1662,70.76,87.98,98.78,37.02,16.18
1663,73.78,91.99,96.9,36.93,15.72
1664,77.59,92.68,98.23,37.1,14.07
1665,74.95,91.93,97.74,36.99,16.24
1666,73.0,86.91,98.88,37.16,15.69
1667,73.99,88.55,98.77,36.9,15.94
1668,76.68,89.99,98.02,36.93,14.82
1669,76.09,89.88,98.77,36.92,17.43
1670,74.52,92.25,98.89,36.85,16.86
1671,74.27,83.96,98.04,36.91,17.43
1672,74.22,91.0,99.24,37.01,17.15
1673,73.16,89.13,97.98,36.93,16.59
1674,78.23,87.48,97.89,36.61,14.86
1675,74.36,87.77,98.43,37.11,17.84
1676,77.43,89.36,97.82,36.83,15.07
1677,78.04,79.2,98.04,37.06,15.73
1678,77.0,87.9,98.7,37.0,16.71
1679,74.14,87.37,98.01,37.21,16.76
1680,75.81,91.6,97.15,37.1,16.57
1681,74.95,87.58,98.18,36.95,15.6
1682,73.19,89.35,97.65,36.93,15.39
1683,75.65,94.63,98.43,37.15,18.53
1684,72.64,92.98,98.35,36.85,15.96
1685,77.38,92.71,98.74,37.02,15.84
1686,74.07,88.5,98.45,36.99,15.29
1687,75.4,91.63,98.55,36.97,16.24
1688,75.57,89.3,97.67,37.04,16.2
1689,74.48,89.41,98.4,37.02,15.98
1690,76.17,91.23,98.98,37.05,16.38
1691,74.05,88.21,97.66,37.01,17.76
1692,76.74,94.48,98.9,37.04,15.4
1693,72.31,89.52,97.73,37.01,16.04
1694,75.25,91.86,97.57,36.93,15.35
1695,78.88,94.37,98.15,37.0,16.29
1696,73.0,93.09,98.36,36.93,15.43
1697,73.64,85.77,98.46,36.92,15.47
1698,76.03,91.33,97.52,36.97,14.54
1699,75.36,92.55,98.22,36.99,16.1
1700,75.7,92.68,97.66,37.0,16.43
1701,75.98,86.66,97.26,37.09,17.86
1702,76.27,88.03,97.54,36.95,16.47
1703,77.22,92.98,97.62,37.02,15.55
1704,75.82,87.71,98.26,37.01,14.64
1705,74.52,89.1,98.58,36.94,14.78
1706,76.35,94.73,97.26,37.01,14.7
1707,78.8,89.86,98.18,37.1,17.88
1708,74.73,87.82,97.41,37.02,16.29
1709,73.05,87.37,98.31,37.02,15.42
1710,77.21,91.0,97.69,36.93,15.04
1711,74.76,86.0,97.47,37.2,15.14
1712,70.65,89.26,98.4,36.94,15.39
1713,76.69,91.0,97.71,36.83,17.32
1714,73.93,93.9,97.84,37.09,15.97
1715,74.82,92.0,96.89,36.99,14.55
1716,75.66,87.86,98.47,36.97,18.31
1717,75.38,93.54,98.41,36.95,14.86
1718,76.42,89.1,98.0,37.19,15.41
1719,74.13,86.29,97.24,37.04,17.31
1720,76.03,89.48,98.6,37.05,16.42
1721,74.48,94.31,97.67,37.02,15.53
1722,76.48,90.5,97.77,37.03,14.77
1723,76.23,90.04,99.16,37.14,15.03
1724,73.13,94.91,97.65,36.97,15.09
1725,77.17,85.71,98.37,36.85,16.01
1726,73.93,86.14,98.28,37.09,16.19
1727,76.62,85.15,98.2,37.05,15.85
1728,75.73,91.12,98.14,37.01,15.96
1729,78.68,90.5,98.19,37.05,14.95
1730,74.55,94.63,98.14,36.96,16.29
1731,74.3,90.73,97.97,37.0,17.28
1732,74.96,88.79,98.76,36.99,15.84
1733,74.39,90.01,97.34,36.94,15.82
1734,76.6,90.35,98.51,37.12,16.08
1735,71.77,84.98,98.41,36.86,17.12
1736,72.89,98.13,98.35,37.24,15.11
1737,72.86,91.56,98.56,37.09,17.45
1738,76.9,90.63,97.95,36.82,16.42
1739,78.42,91.85,97.07,36.98,16.03
1740,74.79,92.13,97.96,36.98,17.21
1741,74.66,89.58,97.5,37.04,14.82
1742,75.14,88.11,97.63,36.9,16.52
1743,77.32,91.8,97.38,37.0,16.43
1744,73.15,91.16,97.76,36.99,15.06
1745,75.48,87.57,97.7,36.93,16.46
1746,76.95,94.26,96.81,36.91,16.28
1747,76.0,90.88,98.35,37.09,15.82
1748,75.38,92.19,99.11,36.83,16.86
1749,77.0,94.18,98.3,37.05,15.43
1750,69.59,90.07,97.9,37.08,16.27
1751,76.36,90.95,97.97,36.98,15.87
1752,73.69,92.43,97.79,37.01,15.39
1753,71.34,87.83,98.05,37.12,16.5
1754,76.02,90.16,97.98,36.93,15.79
1755,77.75,90.38,97.58,36.94,14.53
1756,74.73,87.13,98.84,36.95,14.2
1757,76.91,96.95,97.26,37.12,16.79
1758,78.22,85.78,98.36,37.13,14.78
1759,77.63,86.11,97.95,36.86,16.28
1760,78.28,93.94,98.95,37.1,16.05
1761,76.48,92.14,98.17,37.08,15.63
1762,75.15,86.92,97.82,37.16,17.96
1763,71.8,91.82,97.88,37.04,16.18
1764,74.51,94.4,98.02,37.0,16.76
1765,73.31,89.91,97.43,37.11,16.28
1766,79.34,97.8,97.62,37.07,15.77
1767,74.65,84.83,97.11,37.22,15.98
1768,75.25,92.08,97.54,37.1,17.46
1769,76.1,93.5,98.05,37.02,17.09
1770,75.09,92.67,98.15,36.88,17.95
1771,78.39,89.39,97.01,36.94,16.22
1772,73.75,89.13,97.93,36.86,15.12
1773,75.39,91.33,98.28,36.98,15.56
1774,73.52,92.45,97.92,37.09,14.81
1775,72.36,91.81,97.68,37.0,16.77
1776,73.78,93.12,97.79,37.1,15.41
1777,74.93,86.94,97.73,37.03,12.94
1778,74.14,89.32,97.68,36.96,18.46
1779,73.62,87.18,98.09,37.01,15.43
1780,72.19,88.84,99.15,37.05,15.42
1781,74.83,93.05,97.63,37.01,17.67
1782,71.99,90.32,97.84,37.02,14.79
1783,76.52,97.82,97.97,36.92,17.14
1784,75.16,90.58,97.66,36.96,15.41
1785,72.08,90.18,98.55,37.23,14.68
1786,74.38,90.32,96.81,37.12,17.71
1787,73.5,88.09,97.73,36.85,16.92
1788,75.64,89.83,98.41,36.76,16.92
1789,77.68,93.38,97.85,37.01,16.37
1790,71.25,90.34,97.59,37.09,16.6
1791,75.23,87.62,98.22,36.95,14.77
1792,74.68,87.22,98.45,37.1,16.11
1793,76.34,88.65,98.11,37.01,15.07
1794,75.43,90.22,97.6,36.98,14.61
1795,73.5,93.58,98.23,37.08,16.41
1796,74.36,85.98,97.8,36.95,17.16
1797,73.41,89.04,98.37,36.97,15.62
1798,77.15,90.43,98.74,37.07,15.79
1799,75.04,84.5,96.7,37.0,14.86
1800,78.8,87.5,98.06,37.19,16.01
1801,74.88,87.96,97.13,37.07,16.76
1802,73.58,87.61,99.22,37.06,16.79
1803,71.97,90.58,97.77,37.0,16.55
1804,71.39,89.52,98.37,37.09,15.38
1805,71.83,88.33,97.98,36.97,15.35
1806,75.53,91.28,97.6,37.03,16.8
1807,76.02,95.17,97.54,36.91,16.81
1808,71.84,94.92,98.79,37.1,15.83
1809,76.79,84.23,98.48,37.03,15.57
1810,74.03,91.73,98.97,37.2,17.17
1811,75.29,89.47,98.03,37.24,15.64
1812,78.22,90.47,98.14,37.08,16.75
1813,76.79,88.81,97.87,37.01,15.86
1814,74.46,90.35,97.86,36.91,14.95
1815,73.22,90.45,97.48,37.09,17.61
1816,70.7,88.26,98.04,37.02,16.12
1817,73.56,87.31,97.61,37.05,15.29
1818,74.58,88.65,98.22,37.17,14.61
1819,73.03,90.7,98.09,36.92,14.71
1820,74.74,91.8,98.14,36.91,15.63
1821,75.15,92.56,98.84,36.98,17.93
1822,74.55,88.52,97.98,37.08,15.42
1823,73.7,90.85,98.38,37.06,17.45
1824,75.34,92.89,99.03,36.91,15.87
1825,75.88,93.5,98.65,37.08,14.82
1826,72.82,89.82,98.58,36.88,15.53
1827,77.82,89.34,97.85,36.92,14.72
1828,74.8,90.57,98.11,36.99,15.14
1829,75.04,86.55,97.34,36.94,15.11
1830,76.42,89.42,98.25,37.09,14.1
1831,75.47,92.23,98.14,37.03,17.51
1832,76.91,91.93,98.01,37.18,16.21
1833,75.57,89.19,98.51,36.98,15.31
1834,73.78,90.65,97.4,36.99,16.22
1835,75.72,87.53,98.82,37.12,15.16
1836,72.71,92.11,98.45,36.99,13.33
1837,75.22,89.77,97.96,37.15,18.96
1838,74.93,89.17,97.93,37.05,16.19
1839,74.58,88.91,98.24,36.76,15.41
1840,74.74,89.81,98.76,37.12,14.07
1841,71.24,88.66,98.05,37.09,14.51
1842,73.9,91.97,98.07,37.1,17.65
1843,75.19,88.81,98.01,36.81,17.5
1844,75.32,94.78,98.89,36.93,16.75
1845,72.94,94.4,97.82,36.94,14.88
1846,77.53,87.33,97.99,36.92,17.51
1847,73.27,90.21,98.73,37.17,16.45
1848,76.94,88.05,98.07,37.0,16.65
1849,75.85,89.02,98.57,37.0,16.45
1850,73.71,96.01,97.54,37.06,14.49
1851,78.55,89.08,97.9,37.06,14.8
1852,72.61,91.08,98.74,36.67,15.49
1853,76.84,91.62,97.66,36.94,16.64
1854,77.0,87.0,97.92,36.86,14.62
1855,73.66,87.43,98.13,37.04,15.82
1856,77.78,86.38,97.51,36.97,15.82
1857,74.5,87.34,97.79,37.0,16.79
1858,75.58,81.45,98.06,36.79,16.67
1859,75.52,91.63,98.02,36.97,14.99
1860,74.73,96.16,98.64,37.11,17.45
1861,76.62,90.44,98.77,37.14,14.84
1862,76.59,85.75,97.57,37.07,17.09
1863,71.5,88.07,98.06,36.87,15.45
1864,77.61,88.62,98.34,37.13,16.16
1865,71.68,86.95,98.76,37.07,16.23
1866,77.07,92.58,98.36,36.99,16.2
1867,77.25,92.43,98.15,36.8,16.67
1868,72.82,86.53,98.33,37.1,16.39
1869,74.18,92.18,98.34,36.94,16.78
1870,72.79,94.58,97.54,37.03,16.46
1871,74.57,95.71,98.1,37.01,14.74
1872,74.38,98.6,98.73,37.15,16.27
1873,76.56,87.29,97.9,36.99,15.44
1874,77.62,98.47,98.06,37.0,14.89
1875,77.79,88.94,97.88,37.16,15.71
1876,73.88,88.22,96.84,36.93,16.18
1877,74.58,90.98,98.01,37.08,16.25
1878,71.63,88.25,98.15,36.98,17.06
1879,73.39,91.2,97.74,36.9,17.31
1880,76.93,86.04,97.42,37.0,16.34
1881,78.23,89.28,97.56,37.07,16.52
1882,72.53,93.86,98.38,37.14,16.1
1883,73.82,89.83,98.99,37.15,16.77
1884,74.95,90.42,98.69,36.97,16.49
1885,75.56,91.43,97.33,36.9,15.95
1886,73.38,93.51,98.43,36.97,18.15
1887,75.85,85.03,97.67,36.88,15.45
1888,74.05,91.75,97.71,36.98,17.45
1889,74.97,89.2,97.77,36.97,14.65
1890,76.09,90.5,98.35,37.07,16.81
1891,75.01,93.18,98.48,36.78,17.44
1892,74.13,86.42,97.95,36.93,14.09
1893,74.78,86.96,97.96,36.93,16.14
1894,74.82,84.19,98.23,37.12,16.72
1895,74.26,88.35,98.28,36.89,16.25
1896,74.48,93.99,98.59,37.02,16.38
1897,78.2,89.64,97.36,36.99,16.14
1898,76.12,85.98,98.01,37.1,14.91
1899,74.41,88.54,97.47,37.06,18.37
1900,76.39,85.54,97.97,37.01,15.5
1901,74.33,86.62,97.89,36.94,16.43
1902,77.35,91.17,97.98,36.81,15.35
1903,75.74,86.48,97.6,37.02,13.72
1904,74.79,93.34,97.26,37.05,15.08
1905,75.9,89.79,96.95,36.84,14.55
1906,71.86,90.26,97.93,36.88,17.09
1907,72.75,89.16,97.78,37.03,15.39
1908,72.61,92.32,97.66,37.03,15.49
1909,75.29,92.35,98.66,36.9,14.94
1910,78.47,91.01,97.57,36.94,16.09
1911,79.46,91.69,98.71,36.82,15.28
1912,76.28,89.36,98.81,37.14,16.99
1913,76.0,91.63,97.02,36.87,16.3
1914,71.4,88.99,98.05,37.05,15.43
1915,73.91,90.01,97.8,37.0,16.85
1916,73.42,89.18,96.54,37.13,16.01
1917,73.76,88.63,97.28,36.92,16.02
1918,74.66,87.93,98.39,37.01,14.54
1919,74.06,91.4,99.01,36.83,15.93
1920,71.04,93.93,98.45,36.81,16.32
1921,76.5,93.51,98.16,37.06,17.33
1922,72.85,86.23,97.99,36.82,15.25
1923,75.48,93.87,98.84,36.98,18.28
1924,79.15,89.05,99.07,37.1,16.56
1925,73.16,91.8,97.71,37.07,14.48
1926,69.94,87.28,97.0,36.93,15.15
1927,74.43,90.43,96.95,36.84,17.42
1928,77.2,90.94,98.66,37.05,17.24
1929,78.92,85.55,97.98,37.13,16.02
1930,72.54,91.82,98.09,36.93,16.15
1931,75.99,94.04,97.1,36.92,14.84
1932,74.07,89.48,97.62,36.95,17.32
1933,74.79,94.08,97.85,37.06,15.01
1934,80.29,89.43,98.1,37.12,16.84
1935,71.99,92.55,97.8,36.88,17.35
1936,75.51,83.34,97.48,36.85,16.05
1937,75.94,97.26,97.61,37.23,16.97
1938,77.17,94.49,98.6,36.98,17.85
1939,75.2,89.15,98.12,37.03,16.27
1940,75.62,84.08,98.31,36.93,15.82
1941,74.22,90.86,97.55,37.05,15.93
1942,75.54,85.67,96.52,37.1,15.26
1943,74.31,91.33,97.74,37.03,15.23
1944,76.24,91.23,97.57,37.17,16.44
1945,74.26,87.18,98.17,36.97,15.84
1946,75.75,93.36,99.64,36.97,16.33
1947,74.94,92.42,98.35,37.02,14.51
1948,77.25,92.93,99.37,37.05,15.91
1949,74.9,90.03,98.28,37.02,17.03
1950,71.45,85.75,97.69,36.87,14.88
1951,77.52,92.93,98.17,37.03,16.02
1952,73.19,89.19,98.89,36.96,14.15
1953,73.69,85.83,98.91,36.94,14.69
1954,73.81,94.06,97.71,37.0,16.81
1955,77.75,96.3,98.13,36.9,15.69
1956,70.73,89.88,97.29,36.89,17.82
1957,81.28,96.48,98.41,36.74,16.43
1958,77.11,90.27,98.78,37.17,16.53
1959,75.45,88.86,98.02,37.06,14.92
1960,74.89,88.11,97.67,36.99,15.61
1961,75.57,94.91,98.18,36.93,15.27
1962,76.04,87.66,98.21,36.71,14.93
1963,76.29,92.21,98.04,36.93,16.66
1964,76.11,88.32,98.09,37.07,16.86
1965,75.18,88.62,97.91,37.09,16.4
1966,74.61,93.09,98.5,37.06,15.17
1967,74.7,88.86,98.37,37.02,16.33
1968,74.61,88.79,97.51,37.13,14.09
1969,77.27,93.4,97.49,36.97,17.32
1970,76.19,94.79,97.87,37.11,14.7
1971,69.12,91.93,98.37,36.96,14.88
1972,76.31,88.04,98.07,36.91,16.12
1973,75.39,88.47,97.68,36.9,16.2
1974,74.96,90.24,98.13,36.89,15.93
1975,74.22,90.96,97.83,37.07,14.89
1976,77.25,87.04,98.44,36.93,17.13
1977,76.9,92.17,98.17,36.9,14.31
1978,73.45,90.26,97.84,37.07,14.52
1979,75.81,84.85,98.12,37.03,15.89
1980,73.06,87.21,98.66,37.1,14.74
1981,72.24,88.49,97.72,37.05,17.22
1982,73.75,89.78,98.2,36.92,14.82
1983,76.72,95.67,97.96,37.01,17.56
1984,76.91,90.71,98.21,37.01,17.04
1985,76.03,87.48,97.67,36.91,17.24
1986,76.45,90.66,98.06,36.89,17.89
1987,76.03,88.94,98.55,36.93,16.08
1988,73.72,90.97,97.53,37.2,14.99
1989,75.86,91.74,97.34,36.96,15.9
1990,76.6,93.63,97.35,37.12,15.43
1991,76.51,89.93,97.41,36.95,15.29
1992,77.38,94.92,98.3,37.09,16.15
1993,76.42,92.72,97.3,37.09,15.69
1994,75.7,87.88,97.85,37.1,15.25
1995,77.14,96.63,98.31,37.04,15.75
1996,74.95,90.98,98.21,37.14,16.55
1997,73.24,87.49,97.81,37.04,16.96
1998,74.67,94.96,98.1,37.17,14.4
1999,73.51,96.23,98.05,36.84,15.7
2000,73.65,89.9,97.89,37.03,15.86
2001,74.72,88.49,97.89,37.03,14.82
2002,73.43,89.48,99.12,36.91,15.88
2003,74.41,92.15,98.4,37.06,16.15
2004,71.24,93.84,99.24,36.85,16.53
2005,75.46,91.72,97.75,36.94,16.09
2006,75.05,90.29,97.96,36.8,15.13
2007,73.42,94.49,97.33,37.16,18.03
2008,76.38,89.06,97.6,36.98,16.85
2009,76.94,93.09,98.95,37.22,16.57
2010,71.86,89.13,97.74,37.09,17.02
2011,73.56,91.25,98.96,37.05,16.27
2012,73.55,89.62,97.38,36.95,17.31
2013,73.22,89.82,97.47,36.9,16.08
2014,76.76,88.76,97.83,37.06,16.03
2015,74.72,94.06,97.97,37.0,16.67
2016,74.59,87.75,98.46,36.87,17.61
2017,71.12,87.81,98.23,36.86,17.55
2018,76.41,96.39,97.79,36.91,16.63
2019,72.66,92.91,97.93,37.19,16.55
2020,75.27,82.89,97.84,37.23,16.74
2021,75.71,88.34,97.54,37.03,17.03
2022,77.89,84.55,97.56,37.03,17.34
2023,72.55,87.12,98.51,36.98,15.81
2024,69.14,80.65,97.09,36.92,17.37
2025,75.56,89.6,98.81,37.15,16.39
2026,78.8,86.64,97.83,37.2,16.7
2027,77.68,90.02,97.61,36.92,17.44
2028,75.63,85.13,98.37,37.01,16.8
2029,74.23,90.13,98.74,36.97,16.97
2030,76.84,88.75,98.56,36.97,15.67
2031,73.29,94.56,98.25,37.13,17.56
2032,76.19,94.37,98.54,36.88,16.76
2033,76.26,92.28,97.14,37.06,16.19
2034,77.38,88.98,97.74,37.09,17.17
2035,80.78,95.95,97.54,37.0,18.66
2036,76.05,85.25,98.61,37.11,14.9
2037,74.26,85.88,97.81,37.03,15.27
2038,75.23,89.74,98.42,37.14,18.76
